@@@numDocs=3233@@@
de,274
the,612
apple,728
en,148
to,564
que,132
my,244
el,114
i,334
la,99
is,316
y,108
and,352
on,337
un,73
of,250
for,345
es,63
you,249
con,54
para,56
new,177
se,49
with,177
that,138
twitter,827
por,45
it,200
o,67
your,127
this,131
lo,37
no,154
google,878
iphone,160
le,38
just,94
now,96
nexusprime,46
its,103
not,109
be,97
ios,108
why,63
at,132
al,30
all,76
amazing,17
have,99
como,28
siri,69
in,270
los,30
get,100
dont,52
si,26
las,26
from,104
del,28
love,41
hate,13
so,90
mi,26
if,65
out,87
ya,35
phone,116
about,56
thanks,36
really,41
esta,21
una,21
cream,129
better,27
ice,128
what,67
android,404
dhilipsiva,33
fucking,14
but,75
e,23
te,20
when,67
sandwich,132
q,29
twandroid,22
voor,19
nuevo,19
les,19
je,19
mas,19
und,19
good,47
up,69
cant,33
like,75
meu,18
can,73
will,54
time,42
fix,10
how,72
customer,11
fail,25
available,30
awesome,16
has,60
issues,11
people,44
by,69
im,75
lanza,16
na,16
todo,16
sur,16
are,74
phones,31
they,36
est,15
ebook,15
fr,15
su,15
pero,15
een,15
see,38
nexus,178
been,33
icloud,21
want,39
great,46
microsofts,28
another,19
some,39
need,43
or,55
ser,14
pour,14
tengo,14
et,14
oficial,14
di,14
pdf,14
naar,14
problem,12
update,41
restore,8
down,19
much,29
any,32
fuck,16
improvements,14
their,36
store,67
doesnt,14
work,28
nice,20
sitio,13
pas,13
tecnologia,13
van,13
tu,13
jajaja,13
icecreamsandwich,77
got,32
wow,20
night,23
op,15
eu,15
microsoft,825
da,23
only,34
ballmer,75
looks,15
looking,7
ver,12
gente,12
aqui,12
von,12
asiaclassifiedtoday,12
du,12
steve,77
after,25
der,17
having,12
dear,21
sucks,9
users,32
lucky,17
an,86
one,49
xd,22
mais,14
usage,7
well,31
would,29
them,22
ever,16
very,26
us,21
since,12
retweets,7
mejor,11
dormir,11
pra,11
desde,11
tctil,11
ms,27
app,65
please,41
world,28
who,27
make,30
battery,13
never,21
else,10
screen,27
baby,15
announces,15
had,26
iphones,53
finally,16
itunes,15
ics,99
job,22
know,36
jobs,23
shit,16
googles,22
um,15
back,33
d,46
cualquier,10
maana,10
dans,10
mis,10
todos,10
une,10
il,10
gracias,10
die,13
issue,5
dead,5
there,25
thank,24
pampers,14
pampershelloapps,14
mommygaga,14
memories,14
think,25
here,28
galaxy,137
service,30
mobile,25
fixed,7
skype,30
every,19
going,23
updating,6
day,22
works,9
should,31
did,20
even,22
upgrade,22
hay,11
buenas,9
vida,9
ik,9
tanto,9
oficialmente,9
hasta,9
zijn,9
tiempo,9
jaja,9
das,9
cuando,9
bueno,9
wikileaks,9
este,9
something,12
failed,9
seriously,9
needs,20
put,20
tech,40
working,13
apps,29
wait,15
way,23
whats,23
network,10
eclipsed,5
rts,5
amazon,19
anyone,15
could,21
asia,12
crash,5
blue,5
first,23
coming,19
thing,13
lot,14
nueva,8
tiene,8
com,8
nouvelle,8
soy,8
che,8
fue,8
antiguo,8
mf,8
qu,8
superficie,8
ta,8
bij,8
avec,8
blown,4
impressive,4
helps,4
sweet,4
lion,10
wp,26
able,4
crashing,4
terrible,4
syncing,4
touchscreen,18
technology,25
video,53
those,14
des,10
went,5
worst,5
missing,5
nothing,6
says,19
updates,18
million,20
ha,18
use,43
also,15
bad,12
isnt,14
take,18
things,11
away,8
using,29
already,8
u,47
official,17
features,19
yahoo,44
were,18
music,18
hell,13
man,6
ifb,7
ni,7
follownow,7
ist,7
uit,7
tudo,7
fn,7
trs,7
followfriday,7
nos,7
mustfollow,7
nada,7
sobre,7
monopolio,7
quien,7
tfb,7
tambin,7
entre,7
pues,7
er,7
eso,7
possibilit,7
tan,7
bien,7
sont,7
solo,7
sin,7
wtf,9
few,5
side,5
preview,10
seconds,10
does,19
say,17
hoy,9
qe,9
va,9
sms,4
stupid,6
t,11
tomorrow,13
name,13
actually,9
followers,25
properly,4
mentions,4
trouble,4
look,22
same,13
recognition,13
thats,18
stop,17
twittertime,9
sold,9
yours,9
age,9
own,9
em,12
sometimes,12
before,10
yo,18
mit,6
goed,6
hace,6
pasa,6
contra,6
hacer,6
ahora,6
pantalla,6
evento,6
dia,6
wel,6
voy,6
ne,6
llamado,6
porque,6
vez,6
dan,6
caso,6
eggs,3
replacing,3
dev,3
replace,3
pulls,3
easter,3
excited,4
loving,4
mouse,4
literally,4
kill,3
lies,3
losing,3
discussion,3
annoyed,3
lil,3
bc,3
late,3
unable,3
bird,3
reservation,3
tronman,3
albatross,3
ups,3
fucked,3
wasting,3
compares,3
sound,4
reader,4
storage,4
four,11
around,4
buying,11
bitlynejbye,8
hand,11
hear,7
presentation,7
dat,9
goodnight,11
handson,8
compiler,8
specs,8
builds,8
fastcompany,8
socialnetwork,8
white,8
gplus,8
funny,14
war,14
hahaha,7
welcome,10
because,13
sales,10
msft,10
big,14
released,10
developer,10
device,9
ff,7
declarar,5
estoy,5
holdem,5
noviembre,5
saindo,5
langsame,5
ook,5
voir,5
weer,5
eingeloggte,5
tecnologa,5
als,5
comme,5
noches,5
millones,5
puedo,5
muy,5
augnl,5
essa,5
jajajaja,5
zeer,5
ja,5
presenta,5
cuenta,5
uma,5
segn,5
casi,5
om,5
tod,5
poker,5
vi,5
aos,5
verschlsselt,5
den,5
mole,3
googleplus,10
spotted,7
san,7
lovers,7
charts,7
tribute,7
confirms,7
friend,7
playful,7
neowin,9
his,9
researchers,6
movement,6
aday,6
mashable,6
autopilot,6
begin,6
wpdev,6
bout,6
traffic,6
eric,6
httptcohzetqal,6
launches,6
holder,6
ssl,6
launching,6
earnings,6
spigot,6
introduces,6
cmo,4
pode,4
vamos,4
mijn,4
seguir,4
vai,4
olha,4
gold,4
seguidores,4
vc,4
tenho,4
telefono,4
estar,4
telfono,4
vou,4
mundo,4
menos,4
sigo,4
sigue,4
ce,4
sistema,4
estos,4
esto,4
pa,4
peeler,4
curso,4
ir,4
foto,4
niet,4
dispositivos,4
chaque,4
ao,4
mejores,4
aunque,4
encanta,4
voici,4
bienvenida,4
amigo,4
tres,4
sea,4
noticias,4
suche,4
nicht,4
linda,4
buen,4
deus,4
detik,4
rsum,4
het,4
ti,4
ber,4
cest,4
haalt,4
juntos,4
vistazo,4
nu,4
manejar,4
wife,2
yr,2
trivia,2
techfest,2
hosting,2
hoping,2
instagram,2
hypo,2
zero,2
james,2
importance,2
technological,2
unbelievable,2
usual,2
innovations,2
httptcofmzfwgyv,2
trix,2
buildingwindows,2
appear,2
samsungmobileca,2
encourage,2
replaced,2
gave,2
stewart,2
avtar,2
points,2
crack,2
bitching,2
required,2
babygeeks,2
faster,2
bag,2
bigmama,2
smartest,2
neat,2
champ,2
architecture,2
above,2
adding,2
ceremoniously,2
dostupan,2
progressive,2
tells,2
warning,2
evil,2
whale,2
spontaneously,2
combo,2
loose,2
boycotting,2
arrogant,2
chu,2
awful,2
loop,2
chris,2
purchased,2
unless,2
quickly,2
killed,2
bummer,2
sgn,2
shaydiddy,2
inept,2
theresamarosy,2
ganna,2
fault,2
fails,2
painfully,2
cbm,2
httptcojkotcrmb,2
knew,2
authorize,2
fat,2
knows,2
connect,2
typenumbergt,2
timing,2
tint,2
iosdowngrade,2
handled,2
letdown,2
procrastination,2
repair,2
abt,2
biltmore,2
subtweeting,2
lean,2
dine,2
freeze,2
hurry,2
framework,2
resolve,2
affects,2
low,2
ltinput,2
sucking,2
curse,2
item,2
type,2
httptcosesvwwm,2
signal,2
italianjoya,2
httptcouaqrxtnk,2
sbs,2
shoukd,2
yep,2
rww,2
hindi,2
hrs,2
joelplane,2
yellowgate,2
yellow,2
albums,2
mb,2
sentences,1
sent,2
seo,23
tomkeene,1
today,23
server,14
showed,1
show,8
thx,3
showing,2
throw,1
services,8
threat,1
three,6
shows,14
thxx,1
shifted,1
she,12
session,5
together,4
sharing,11
todays,3
send,12
set,4
share,4
times,7
sense,1
scroll,1
tommylee,1
samebut,1
samsung,174
toy,1
training,6
salmonella,1
tour,1
samsungnexus,1
sandwichs,2
sap,5
saying,7
touch,32
sawyerhartman,1
salesforce,1
sale,5
schaumburg,1
triple,1
rva,1
runtime,1
trash,3
run,6
rygurl,1
tries,1
treyhob,1
s,106
said,5
sage,1
safari,1
scares,1
schedule,2
sells,6
tone,1
sd,2
tones,1
shutter,1
scrolling,1
sdk,21
search,43
searches,8
searching,1
seen,6
secure,7
second,1
tonight,3
tonite,1
school,1
top,19
tools,4
science,1
screenshots,2
totally,5
scientist,2
scores,1
tool,8
took,4
screenshot,4
scream,1
too,31
thoughts,1
slightly,1
though,11
suggested,2
sums,1
th,3
superb,1
sugarcoated,1
texts,1
text,9
thattechguy,1
telling,1
telegraph,5
superphone,1
tellme,1
superior,1
than,20
sucha,1
success,6
stores,9
story,2
stolen,1
submitted,1
still,29
thankyou,1
straight,2
strangest,1
strategy,4
study,3
thankful,1
students,1
support,21
supports,1
sure,11
teasing,1
taste,2
tas,1
taken,1
target,2
taught,1
teams,1
teamo,1
teamfollowback,27
tcot,1
tcn,11
team,2
talk,11
tablets,11
surface,12
swaag,1
sweatshops,1
susanfelicity,2
systems,2
surviving,1
teehee,1
technologies,1
switch,2
switched,1
syncs,2
techflash,1
swype,1
sticking,1
stgen,1
sick,3
thingswealllove,1
thingsweallhate,1
slick,1
smart,5
thinks,1
smallvictory,1
smarterphone,1
stevejobs,21
smau,7
smooth,1
smashed,2
smartphone,21
thievingbastards,1
sleep,14
sleek,1
slashgear,1
signups,1
simplifies,1
signs,1
skills,2
sign,8
simply,6
thorn,1
singing,1
thnx,1
six,1
sit,1
siris,1
snow,1
socia,1
social,12
sql,6
themarketaire,1
themes,1
spell,1
spoiled,1
ss,2
stacks,1
stalkerismo,1
start,18
step,5
steffen,1
started,1
spiral,1
speech,7
solution,7
soon,5
sooo,2
song,1
speaking,1
somehow,1
soooo,2
these,7
space,3
spacecanard,1
then,24
speakers,2
spanish,1
zum,3
yet,20
truly,1
hands,3
hold,8
hmm,3
happens,3
holiday,6
home,7
hong,9
httptcotwszx,4
httptcoftlttlpn,4
hr,4
happening,3
googleapps,3
id,6
gn,3
gb,4
games,5
gallery,4
gingerbread,5
girl,5
give,14
global,4
gizmodo,3
giving,7
hyperv,4
ie,13
try,11
iphomes,3
join,16
jet,3
jaiku,2
k,7
key,5
keyboard,6
kinda,3
kidding,3
kickoff,4
items,4
interact,3
ihs,3
instead,4
including,4
important,4
imessage,7
india,4
infographic,5
information,5
installed,9
install,4
infosys,5
gain,9
future,8
functioning,3
duetenterprise,3
ecm,3
early,6
each,6
edatpost,5
edu,3
eevc,2
emoticons,3
emc,2
emails,3
dumb,4
dude,3
full,11
drops,7
diego,4
developers,4
developed,4
different,3
dis,3
disses,3
droid,6
drive,4
dnt,4
encrypting,5
encryption,3
enough,3
enterprise,7
following,12
follow,33
folks,5
forbes,4
found,5
freenuttball,3
fuckyoumean,3
front,4
friends,7
financial,3
files,4
fell,4
everybody,8
europe,3
excludes,3
exchange,4
expert,3
feels,3
facial,9
fab,3
experts,3
kinect,18
kno,3
kong,9
ping,3
plans,5
planning,3
plan,6
platform,3
plugged,1
plus,7
posts,5
posted,3
pm,6
pittsburgh,3
photos,5
overview,3
personalization,5
part,7
paper,3
pages,8
partner,6
partners,3
partnership,4
perks,3
pay,5
patent,5
powerpoint,4
ppl,7
price,3
profit,3
results,4
reporting,5
reddclay,3
retweet,4
revamped,3
reveal,5
review,6
revenue,3
reveals,3
recession,2
recap,3
realtime,4
promo,5
promises,3
provide,3
proves,5
push,5
read,8
razr,3
quote,3
quick,5
pack,3
outbound,4
laptop,4
location,5
m,14
lync,8
lose,5
manage,3
management,10
many,12
may,6
mark,3
maps,2
log,3
lls,3
open,7
listed,5
leaving,3
learning,12
latest,5
lets,4
letter,4
lines,4
list,5
linux,14
links,6
memorial,3
mention,3
might,6
migrate,3
nite,4
nintex,2
nigga,5
nokia,28
nov,5
occupy,5
oomf,3
online,12
ok,13
nfcbased,3
nfc,9
newsstand,5
minutes,13
mindtree,3
mpromo,3
mp,5
multiple,4
neowinfeed,5
needed,4
nd,4
mute,3
demo,5
delete,5
default,5
webgl,8
weirdo,1
weekend,14
week,16
welcomeskype,1
wellgoogles,1
west,1
which,15
where,16
whenever,2
website,7
webcamps,1
waiting,8
web,22
warranty,1
wanna,8
wallet,4
was,41
watchdog,1
watched,1
we,43
waterdamaged,1
watching,10
while,8
whole,1
whoops,1
whores,1
workshop,1
word,9
wondering,1
workstation,1
worldhe,1
worldoh,1
wowww,1
worth,2
worldwide,6
wonder,8
without,3
within,1
widgets,4
widget,1
windows,124
win,24
windowsphone,28
witchcraft,1
wiped,2
winrt,1
winning,6
walk,2
vsphere,1
wristpad,1
two,10
ui,4
uh,1
ugly,1
under,5
unexpected,1
unfair,1
unlike,1
university,1
units,1
ty,1
twitterswag,1
vslive,1
twitterslegit,1
tv,9
turning,1
turn,11
tweet,15
tweeting,4
twittergtsleep,1
twitterpeopleiwouldliketomeet,1
twitterlt,1
twitterless,1
unlock,11
unveiled,4
updated,7
upgraded,3
via,98
version,13
vers,5
videos,1
virtual,4
vmware,3
vs,25
volume,3
voice,7
venturebeat,1
vancouver,1
validated,1
url,1
upload,1
useful,3
used,6
useless,2
v,12
ux,1
utilities,1
user,16
wpdesignteam,1
write,1
db,5
building,4
buzz,11
business,22
bunch,3
bye,8
c,11
called,5
car,3
calumo,2
calls,6
built,3
broken,4
behind,4
brings,5
bill,10
bidirectional,4
beta,5
billgates,9
billion,6
blogs,4
both,6
book,5
body,4
care,6
carry,3
cast,4
cent,4
consumer,5
consider,3
congrats,4
contacts,9
contract,3
cost,4
daily,5
crm,5
credit,3
confusedbymytimeline,3
component,3
competition,3
changes,7
chance,4
clicks,4
chrisvoss,3
cloudnewsindia,3
color,3
collaboration,3
code,3
cnbc,5
bestbuy,5
beat,4
writing,1
yourdaysarenumbered,1
yrs,2
youtube,16
yourself,1
yumyumyumi,1
zappos,1
zoom,1
account,9
accelerate,3
zune,2
youre,11
yesterday,2
based,3
yessss,1
xbox,27
x,17
wuhu,1
xero,1
xx,1
yeah,7
yes,2
years,7
year,14
adcenter,2
added,3
address,5
addthis,3
appsense,5
applications,4
apparently,6
appstore,6
arent,4
article,6
azure,10
attacks,4
ask,7
apollo,3
apart,4
anything,5
ah,11
advertising,5
aint,4
ai,9
allows,3
announcement,8
announce,5
angry,3
analytics,7
rt,419
navigation,1
roycind,2
executives,1
excellent,1
excel,7
exam,1
exciting,1
expanded,1
everything,8
expected,2
extent,1
explains,2
experience,5
everytime,1
everyone,15
face,16
errors,2
entrepreneurs,1
entertaining,1
enjoying,1
erp,1
esxi,1
everettcoldwell,1
etc,5
event,11
evangelist,1
europeansp,1
eye,1
facebook,106
folders,5
finish,2
finest,1
fine,2
find,23
fingers,1
finland,1
feeling,1
firstgen,1
fm,1
flawless,2
five,1
fiction,1
feel,8
fact,1
fantastic,1
fan,14
family,7
fall,1
fancy,1
far,10
featured,1
fast,7
feature,16
fb,23
favorite,1
enhance,1
engaging,3
engadget,6
dollar,1
docs,7
do,95
ditch,1
doing,8
done,20
dishing,1
door,3
downloaded,1
doubt,1
dotnet,1
disruptions,1
direct,2
end,7
detailed,1
desire,1
design,14
derryxowners,1
desired,1
details,9
digital,12
devices,18
difficult,2
died,1
didnt,17
downloads,2
drakes,1
drewbezanson,1
efficient,1
effect,1
education,1
edge,2
efffing,1
ejunkie,1
drying,1
email,9
employee,1
employability,1
emphasis,1
edchat,1
edbott,1
ed,1
eboyee,1
duet,1
due,6
dubbe,1
during,9
dying,2
dynamics,12
eating,1
easy,4
earth,5
focus,7
followme,4
delicious,1
happyplace,1
happened,3
handsets,1
hairline,1
happy,9
hard,8
hah,1
hardware,3
hd,3
havent,4
hasnt,1
haha,14
h,5
headed,1
gt,22
groundbreaking,1
gretcheneclark,1
gregulator,1
gs,4
gtgt,2
guys,11
guardiantech,2
guy,7
guide,2
guess,9
he,17
heard,2
font,3
hope,8
honored,1
honest,2
holodesk,7
hookup,1
hotspots,1
hk,1
hours,15
htc,5
hp,1
houston,1
holodeck,1
history,1
hello,19
herahussain,1
helsinki,1
helped,1
help,19
her,16
heres,2
hissapple,1
hes,1
him,4
hilarious,1
hey,20
greenwich,1
greener,1
greatly,3
g,11
funds,1
functions,2
fun,5
futuristic,1
galaxynexus,57
fucks,2
game,15
garrwilliams,1
garden,2
gamerchik,1
fuking,1
ftw,1
greader,1
forward,6
forsure,1
forgettin,1
forget,8
forth,1
fotografia,1
