@@@numDocs=4177@@@
de,334
the,789
en,191
apple,974
to,727
que,173
my,317
el,150
i,431
is,407
la,123
on,455
y,137
and,447
un,91
of,336
for,439
es,81
you,308
twitter,1065
with,229
para,68
con,65
por,61
se,63
it,253
new,221
no,193
that,177
o,82
your,169
nexusprime,69
lo,49
le,49
this,165
google,1109
not,141
now,123
be,134
iphone,199
mi,46
at,167
just,123
ios,144
its,137
why,76
los,40
in,344
have,130
al,36
siri,92
all,99
get,126
como,34
del,36
from,136
las,32
si,32
thanks,51
ya,50
e,33
amazing,17
dont,67
phone,147
twandroid,32
has,83
android,502
una,28
esta,28
dhilipsiva,44
awesome,24
out,110
if,75
love,55
really,50
but,103
like,99
voor,26
mas,26
te,26
when,90
what,83
so,113
are,103
hate,16
sandwich,167
can,92
een,25
cream,162
customer,16
fail,34
ice,160
about,71
cant,47
time,52
fucking,16
im,97
q,42
fix,13
only,45
looks,25
how,92
les,22
je,22
tengo,22
been,43
available,37
microsoft,1064
est,21
sur,21
great,61
up,90
phones,42
nexus,224
meu,23
und,20
su,20
na,20
better,33
good,60
an,115
or,73
got,46
fr,19
oficial,19
lanza,19
issues,12
nuevo,21
todo,18
ser,18
see,49
having,17
by,88
work,33
one,66
restore,10
dear,31
der,23
pero,20
cualquier,17
du,17
tecnologia,17
di,17
naar,17
people,56
update,50
need,51
down,24
nice,22
here,44
want,44
doesnt,16
will,71
op,19
eu,19
ballmer,95
gente,16
jajaja,16
pour,16
asiaclassifiedtoday,16
van,16
mejor,16
sitio,16
tu,16
itunes,22
much,34
eclipsed,9
wow,24
any,38
retweets,13
users,40
they,45
da,32
well,37
me,260
mais,18
sucks,11
superficie,15
ik,15
das,15
dormir,15
tctil,15
thank,32
them,25
please,52
xd,26
screen,37
had,38
us,29
network,18
ebook,17
lucky,21
day,34
fuck,22
et,17
some,49
never,25
sweet,7
would,37
pas,14
buenas,14
ver,14
steve,99
make,39
dead,7
problem,15
night,25
pdf,16
improvements,14
icecreamsandwich,90
microsofts,38
ever,22
tech,56
finally,20
world,35
von,13
aqui,13
maana,13
todos,13
une,13
dans,13
cuando,13
their,43
googles,26
galaxy,174
shit,24
app,83
after,34
very,29
service,37
jobs,32
d,59
search,56
was,52
store,85
rts,7
gracias,12
desde,12
ahora,12
mis,12
sin,12
icloud,27
there,31
then,35
asia,16
trouble,7
think,34
else,12
die,15
did,27
wait,19
know,49
again,19
than,28
battery,17
going,32
fixed,9
put,27
even,27
another,22
whats,28
ics,128
right,22
gplus,16
memories,16
mommygaga,16
pampers,16
pampershelloapps,16
announces,16
wont,12
pra,11
zijn,11
avec,11
com,11
hasta,11
ta,11
nueva,11
mobile,36
apps,41
ms,34
hay,13
should,38
free,55
who,38
buying,20
since,13
use,57
every,24
looking,11
failed,10
updating,10
socialnetwork,15
made,19
baby,18
um,17
microsoftstores,6
could,27
first,28
way,28
we,57
skype,42
working,18
bueno,10
dia,10
nouvelle,10
sobre,10
qu,10
il,10
porque,10
oficialmente,10
este,10
tiempo,10
estoy,10
eso,10
uit,10
go,63
issue,6
blue,6
back,46
upgrade,27
needs,24
thing,17
met,9
amazon,21
also,19
iphones,62
anyone,17
qe,12
usage,7
coming,24
job,28
technology,29
worst,6
seriously,11
am,34
still,38
getting,18
something,18
stores,13
va,13
neowin,16
lot,15
ha,22
sold,13
ist,9
soy,9
entre,9
solo,9
jaja,9
quien,9
wikileaks,9
noches,9
puedo,9
ook,9
cuenta,9
vida,9
tanto,9
hacer,9
such,9
devices,29
take,22
most,21
already,13
let,28
hoy,11
des,11
nada,11
teamfollowback,41
pretty,16
features,24
does,24
million,27
line,19
own,15
genius,23
followers,31
builds,12
dat,12
those,16
tell,23
must,11
crash,5
post,29
stop,20
helps,4
blown,4
dev,4
works,13
goodnight,15
googleplus,20
mit,8
ne,8
millones,8
om,8
er,8
trs,8
vez,8
vou,8
pasa,8
possibilit,8
cmo,8
tecnologa,8
cest,8
antiguo,8
dan,8
bien,8
pues,8
ja,8
uma,8
pantalla,8
evento,8
tambin,8
nos,8
che,8
als,8
bij,8
syncing,4
late,4
albatross,4
bird,4
wasting,4
crashing,4
tronman,4
connect,4
terrible,4
compares,4
ups,4
reservation,4
thats,22
where,22
official,18
loving,5
excited,5
which,21
ive,14
she,16
tiene,10
because,20
sound,5
charge,5
reader,5
charts,11
preview,11
calls,11
lion,11
music,20
t,15
went,6
nothing,6
bad,15
em,18
yo,22
making,16
hello,23
keep,17
sometimes,15
things,11
mentions,5
able,5
give,20
before,12
were,26
away,10
bitlynejbye,9
wp,31
touchscreen,26
glad,12
hahaha,9
u,59
around,8
sharepoint,21
digital,18
sont,7
wel,7
voy,7
augnl,7
monopolio,7
presenta,7
ni,7
tudo,7
jajajaja,7
contra,7
tan,7
hace,7
goed,7
absolutely,5
side,5
say,19
follow,37
twittertime,10
yours,10
specs,10
big,17
many,16
wtf,9
look,26
win,30
mf,9
fue,9
being,17
few,6
welcome,13
hand,13
released,13
hell,15
steveballmer,27
stupid,6
ff,14
ask,10
hold,10
impressive,4
replaced,4
recognition,14
disappointed,4
properly,4
neck,4
lil,4
same,13
compiler,9
celebrity,9
spotted,9
movement,9
san,9
seconds,12
releases,12
waiting,12
war,15
holodeck,3
crack,3
easter,3
innovations,3
eggs,3
replacing,3
faster,3
replace,3
champ,3
trying,10
voir,6
llamado,6
haalt,6
peeler,6
niet,6
het,6
den,6
aan,6
nu,6
casi,6
caso,6
convierte,6
segn,6
comme,6
weer,6
muy,6
linda,6
four,11
last,15
forward,8
power,8
storage,4
msft,11
fn,8
ifb,8
followfriday,8
